Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
PBH,PRESTIGE BRANDS HOLDINGS INC,US,Russell 2000,49.8,B0650P3,US74112D1019,New York Stock Exchange Inc.,PBH:US,3,USD,0.11,0.15,0.15,0.04,0.09,0.07
LAD,LITHIA MOTORS INC CLASS A,US,Russell 2000,112.69,2515030,US5367971034,New York Stock Exchange Inc.,LAD:US,3,USD,0.16,0.07,0.21,0.07,0.22,0.12
PEN,PENUMBRA INC,US,Russell 2000,89.45,BZ0V201,US70975L1070,New York Stock Exchange Inc.,PEN:US,3,USD,0.13,0.02,0.05,0.01,0.2,0.1
FFIN,FIRST FINANCIAL BANKSHARES INC,US,Russell 2000,41.75,2266026,US32020R1095,NASDAQ,FFIN:US,3,USD,0.07,0.12,0.21,0.21,0.14,0.22
BXS,BANCORPSOUTH INC,US,Russell 2000,30.35,2074111,US0596921033,New York Stock Exchange Inc.,BXS:US,3,USD,0.14,0.15,0.03,0.04,0.05,0.21
KLXI,KLX INC,US,Russell 2000,50.57,BT6T3G0,US4825391034,NASDAQ,KLXI:US,3,USD,0.11,0.16,0.11,0.06,0.16,0.21
RXN,REXNORD CORP,US,Russell 2000,24.82,B4NPMX6,US76169B1026,New York Stock Exchange Inc.,RXN:US,3,USD,0.03,0.08,0.13,0.12,0.03,0.07
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,US,Russell 2000,348.42,2355582,US31946M1036,NASDAQ,FCNCA:US,3,USD,0.08,0.17,0.22,0.05,0.19,0.2
QTS,QTS REALTY REIT INC TRUST CLASS A,US,Russell 2000,53.9,BDSV8H8,US74736A1034,New York Stock Exchange Inc.,QTS:US,3,USD,0.03,0.03,0.16,0.18,0.02,0.22
ITRI,ITRON INC,US,Russell 2000,76.1,2471949,US4657411066,NASDAQ,ITRI:US,3,USD,0.2,0.19,0.21,0.02,0.22,0.1
WWW,WOLVERINE WORLD WIDE INC,US,Russell 2000,27.53,2977500,US9780971035,New York Stock Exchange Inc.,WWW:US,3,USD,0.02,0.18,0.02,0.11,0.08,0.1
LCII,LCI INDUSTRIES,US,Russell 2000,106.45,BYQ44Y5,US50189K1034,New York Stock Exchange Inc.,LCII:US,3,USD,0.1,0.08,0.14,0.22,0.17,0.03
CBU,COMMUNITY BANK SYSTEM INC,US,Russell 2000,52.36,2222062,US2036071064,New York Stock Exchange Inc.,CBU:US,3,USD,0.17,0.18,0.15,0.11,0.13,0.01
RNG,RINGCENTRAL INC CLASS A,US,Russell 2000,41.15,BDZCRX3,US76680R2067,New York Stock Exchange Inc.,RNG:US,3,USD,0.15,0.19,0.06,0.01,0.16,0.19
FNSR,FINISAR CORP,US,Russell 2000,22.26,2517832,US31787A5074,NASDAQ,FNSR:US,3,USD,0.04,0.08,0.1,0.16,0.06,0.13
HELE,HELEN OF TROY LTD,US,Russell 2000,94,2419530,BMG4388N1065,NASDAQ,HELE:US,3,USD,0.1,0.02,0.11,0.2,0.14,0.21
IDCC,INTERDIGITAL INC,US,Russell 2000,74,2465737,US45867G1013,NASDAQ,IDCC:US,3,USD,0.05,0.07,0.2,0.08,0.22,0.16
ASGN,ON ASSIGNMENT INC,US,Russell 2000,50.21,2658720,US6821591087,New York Stock Exchange Inc.,ASGN:US,3,USD,0.03,0.21,0.14,0.09,0.08,0.07
NGVT,INGEVITY CORP,US,Russell 2000,59.86,BD4LHG4,US45688C1071,New York Stock Exchange Inc.,NGVT:US,3,USD,0.19,0.03,0.07,0.16,0.21,0.06
VRNT,VERINT SYSTEMS INC,US,Russell 2000,40.6,2849193,US92343X1000,NASDAQ,VRNT:US,3,USD,0.14,0.16,0.21,0.18,0.1,0.17
KBR,KBR INC,US,Russell 2000,17.89,B1HHB18,US48242W1062,New York Stock Exchange Inc.,KBR:US,3,USD,0.12,0.09,0.12,0.16,0.12,0.02
SHOO,STEVEN MADDEN LTD,US,Russell 2000,42.4,2553911,US5562691080,NASDAQ,SHOO:US,3,USD,0.01,0.09,0.06,0.03,0.22,0.01
WRE,WASHINGTON REAL ESTATE INVESTMENT,US,Russell 2000,32.26,2942304,US9396531017,New York Stock Exchange Inc.,WRE:US,3,USD,0.03,0.05,0.13,0.04,0.06,0.22
BCPC,BALCHEM CORP,US,Russell 2000,78.33,2072074,US0576652004,NASDAQ,BCPC:US,3,USD,0.2,0.07,0.2,0.13,0.08,0.19
AAN,AARONS INC,US,Russell 2000,39.35,2002918,US0025353006,New York Stock Exchange Inc.,AAN:US,3,USD,0.1,0.16,0.19,0.22,0.17,0.02
CMPR,CIMPRESS NV,US,Russell 2000,99.46,B48HGT1,NL0009272269,NASDAQ,CMPR:US,3,USD,0.18,0.09,0.15,0.1,0.21,0.21
BPMC,BLUEPRINT MEDICINES CORP,US,Russell 2000,63.86,BWY52P3,US09627Y1091,NASDAQ,BPMC:US,3,USD,0.15,0.02,0.01,0.22,0.04,0.01
PRTA,PROTHENA PLC,US,Russell 2000,64.62,B91XRN2,IE00B91XRN20,NASDAQ,PRTA:US,3,USD,0.14,0.06,0.07,0.02,0.15,0.14
MSA,MSA SAFETY INC,US,Russell 2000,74.44,BKM4S16,US5534981064,New York Stock Exchange Inc.,MSA:US,3,USD,0.06,0.16,0.09,0.09,0.14,0.02
MOGA,MOOG INC CLASS A,US,Russell 2000,77.6,2601218,US6153942023,New York Stock Exchange Inc.,MOGA:US,3,USD,0.18,0.16,0.2,0.06,0.04,0.05
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,US,Russell 2000,112.1,B45K9N8,US57164Y1073,New York Stock Exchange Inc.,VAC:US,3,USD,0.09,0.13,0.19,0.03,0.04,0.01
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,US,Russell 2000,13.56,2710039,US01988P1084,NASDAQ,MDRX:US,3,USD,0.06,0.15,0.04,0.18,0.17,0.04
TTEK,TETRA TECH INC,US,Russell 2000,43.05,2883890,US88162G1031,NASDAQ,TTEK:US,3,USD,0.2,0.07,0.11,0.12,0.19,0.01
VSH,VISHAY INTERTECHNOLOGY INC,US,Russell 2000,18.25,2930149,US9282981086,New York Stock Exchange Inc.,VSH:US,3,USD,0.08,0.11,0.13,0.1,0.02,0.05
ATI,ALLEGHENY TECHNOLOGIES INC,US,Russell 2000,22.57,2526117,US01741R1023,New York Stock Exchange Inc.,ATI:US,3,USD,0.13,0.14,0.2,0.22,0.2,0.07
DY,DYCOM INDUSTRIES INC,US,Russell 2000,80.25,2289841,US2674751019,New York Stock Exchange Inc.,DY:US,3,USD,0.19,0.18,0.01,0.11,0.09,0.2
PFGC,PERFORMANCE FOOD GROUP,US,Russell 2000,28.7,BYVYD43,US71377A1034,New York Stock Exchange Inc.,PFGC:US,3,USD,0.04,0.11,0.03,0.22,0.22,0.15
CREE,CREE INC,US,Russell 2000,24.97,2232351,US2254471012,NASDAQ,CREE:US,3,USD,0.16,0.15,0.07,0.09,0.12,0.05
NVRO,NEVRO CORP,US,Russell 2000,87.59,BS7K7C9,US64157F1030,New York Stock Exchange Inc.,NVRO:US,3,USD,0.19,0.06,0.05,0.11,0.19,0.04
NYT,NEW YORK TIMES CLASS A,US,Russell 2000,19.35,2632003,US6501111073,New York Stock Exchange Inc.,NYT:US,3,USD,0.02,0.15,0.06,0.12,0.17,0.07
CVLT,COMMVAULT SYSTEMS INC,US,Russell 2000,61.1,B142B38,US2041661024,NASDAQ,CVLT:US,3,USD,0.2,0.16,0.08,0.05,0.1,0.11
IIVI,II VI INC,US,Russell 2000,39.8,2452698,US9021041085,NASDAQ,IIVI:US,3,USD,0.01,0.06,0.04,0.09,0.21,0.01
RP,REALPAGE INC,US,Russell 2000,40.5,B4W2S29,US75606N1090,NASDAQ,RP:US,3,USD,0.02,0.15,0.04,0.13,0.13,0.21
SSB,SOUTH STATE CORP,US,Russell 2000,82.95,BNFX071,US8404411097,NASDAQ,SSB:US,3,USD,0.09,0.1,0.16,0.02,0.21,0.02
HAWK,BLACKHAWK NETWORK HOLDINGS INC,US,Russell 2000,43.7,B9GPVY2,US09238E1047,NASDAQ,HAWK:US,3,USD,0.14,0.08,0.19,0.09,0.16,0.22
AVXS,AVEXIS INC,US,Russell 2000,94.41,BYMM7T9,US05366U1007,NASDAQ,AVXS:US,3,USD,0.1,0.06,0.04,0.16,0.2,0.11
CMP,COMPASS MINERALS INTERNATIONAL INC,US,Russell 2000,70.3,2202763,US20451N1019,New York Stock Exchange Inc.,CMP:US,3,USD,0.16,0.17,0.12,0.19,0.06,0.22
MTX,MINERALS TECHNOLOGIES INC,US,Russell 2000,67.7,2595612,US6031581068,New York Stock Exchange Inc.,MTX:US,3,USD,0.01,0.12,0.2,0.21,0.19,0.04
UE,URBAN EDGE PROPERTIES,US,Russell 2000,24.21,BTPSGQ9,US91704F1049,New York Stock Exchange Inc.,UE:US,3,USD,0.05,0.07,0.15,0.11,0.14,0.13
TWOU,2U INC,US,Russell 2000,54.24,BKWBZZ0,US90214J1016,NASDAQ,TWOU:US,3,USD,0.14,0.07,0.22,0.16,0.22,0.01
TREX,TREX INC,US,Russell 2000,80.36,2483074,US89531P1057,New York Stock Exchange Inc.,TREX:US,3,USD,0.14,0.05,0.16,0.19,0.14,0.2
ESGR,ENSTAR GROUP LTD,US,Russell 2000,208.3,B1Q76J2,BMG3075P1014,NASDAQ,ESGR:US,3,USD,0.2,0.19,0.17,0.2,0.07,0.18
SLCA,US SILICA HOLDINGS INC,US,Russell 2000,28.99,B7GGNT0,US90346E1038,New York Stock Exchange Inc.,SLCA:US,3,USD,0.08,0.22,0.09,0.18,0.13,0.1
PEB,PEBBLEBROOK HOTEL TRUST REIT TRUST,US,Russell 2000,34,B4XBDV9,US70509V1008,New York Stock Exchange Inc.,PEB:US,3,USD,0.04,0.2,0.12,0.05,0.19,0.12
WAGE,WAGEWORKS INC,US,Russell 2000,58.85,B6WG4R2,US9304271094,New York Stock Exchange Inc.,WAGE:US,3,USD,0.05,0.03,0.11,0.13,0.2,0.1
HI,HILLENBRAND INC,US,Russell 2000,37.3,B2QGDP1,US4315711089,New York Stock Exchange Inc.,HI:US,3,USD,0.12,0.1,0.08,0.07,0.03,0.08
HQY,HEALTHEQUITY INC,US,Russell 2000,47.38,BP8XZL1,US42226A1079,NASDAQ,HQY:US,3,USD,0.02,0.18,0.05,0.06,0.15,0.2
CVG,CONVERGYS CORP,US,Russell 2000,25,2284761,US2124851062,New York Stock Exchange Inc.,CVG:US,3,USD,0.06,0.01,0.17,0.19,0.01,0.14
PAY,VERIFONE SYSTEMS INC,US,Russell 2000,20.98,B07RH68,US92342Y1091,New York Stock Exchange Inc.,PAY:US,3,USD,0.12,0.07,0.09,0.12,0.02,0.21
WOR,WORTHINGTON INDUSTRIES INC,US,Russell 2000,52.11,2981932,US9818111026,New York Stock Exchange Inc.,WOR:US,3,USD,0.13,0.21,0.11,0.16,0.05,0.14
MDCO,MEDICINES,US,Russell 2000,33.85,2616773,US5846881051,NASDAQ,MDCO:US,3,USD,0.08,0.11,0.2,0.15,0.15,0.05
GATX,GATX CORP,US,Russell 2000,59.6,2362128,US3614481030,New York Stock Exchange Inc.,GATX:US,3,USD,0.08,0.04,0.18,0.15,0.14,0.15
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,US,Russell 2000,60.85,2086309,US03820C1053,New York Stock Exchange Inc.,AIT:US,3,USD,0.11,0.22,0.02,0.22,0.07,0.12
AXE,ANIXTER INTERNATIONAL INC,US,Russell 2000,79.2,2468844,US0352901054,New York Stock Exchange Inc.,AXE:US,3,USD,0.13,0.1,0.03,0.03,0.14,0.07
ORA,ORMAT TECH INC,US,Russell 2000,58.54,B03L311,US6866881021,New York Stock Exchange Inc.,ORA:US,3,USD,0.16,0.11,0.02,0.14,0.07,0.22
ESL,ESTERLINE TECHNOLOGIES CORP,US,Russell 2000,88.4,2322047,US2974251009,New York Stock Exchange Inc.,ESL:US,3,USD,0.11,0.05,0.2,0.19,0.19,0.03
PLNT,PLANET FITNESS INC CLASS A,US,Russell 2000,26.4,BYSFJV8,US72703H1014,New York Stock Exchange Inc.,PLNT:US,3,USD,0.15,0.03,0.05,0.01,0.2,0.19
FMBI,FIRST MIDWEST BANCORP INC,US,Russell 2000,22.34,2341439,US3208671046,NASDAQ,FMBI:US,3,USD,0.05,0.03,0.18,0.22,0.09,0.03
ROG,ROGERS CORP,US,Russell 2000,127.9,2746700,US7751331015,New York Stock Exchange Inc.,ROG:US,3,USD,0.11,0.05,0.2,0.17,0.01,0.03
FOLD,AMICUS THERAPEUTICS INC,US,Russell 2000,13.96,B19FQ48,US03152W1099,NASDAQ,FOLD:US,3,USD,0.1,0.01,0.15,0.04,0.02,0.21
SGMS,SCIENTIFIC GAMES CORP CLASS A,US,Russell 2000,43.1,2919290,US80874P1093,NASDAQ,SGMS:US,3,USD,0.01,0.19,0.01,0.11,0.01,0.12
ONCE,SPARK THERAPEUTICS INC,US,Russell 2000,85.82,BVGCLQ9,US84652J1034,NASDAQ,ONCE:US,3,USD,0.05,0.21,0.01,0.2,0.11,0.11
SMTC,SEMTECH CORP,US,Russell 2000,35.2,2795542,US8168501018,NASDAQ,SMTC:US,3,USD,0.19,0.04,0.11,0.05,0.14,0.06
MGEE,MGE ENERGY INC,US,Russell 2000,65.35,2554163,US55277P1049,NASDAQ,MGEE:US,3,USD,0.05,0.08,0.15,0.06,0.17,0.17
ONB,OLD NATIONAL BANCORP,US,Russell 2000,16.9,2658441,US6800331075,NASDAQ,ONB:US,3,USD,0.13,0.12,0.2,0.07,0.02,0.03
COLB,COLUMBIA BANKING SYSTEM INC,US,Russell 2000,38.6,2176608,US1972361026,NASDAQ,COLB:US,3,USD,0.15,0.13,0.12,0.17,0.06,0.15
MRCY,MERCURY SYSTEMS INC,US,Russell 2000,48.29,2144047,US5893781089,NASDAQ,MRCY:US,3,USD,0.11,0.02,0.14,0.02,0.14,0.02
CVBF,CVB FINANCIAL CORP,US,Russell 2000,21.66,2160645,US1266001056,NASDAQ,CVBF:US,3,USD,0.03,0.22,0.18,0.19,0.12,0.07
BLD,TOPBUILD CORP,US,Russell 2000,60.84,BZ0P3W2,US89055F1030,New York Stock Exchange Inc.,BLD:US,3,USD,0.15,0.05,0.16,0.21,0.07,0.07
CPE,CALLON PETROLEUM,US,Russell 2000,11.13,2186072,US13123X1028,New York Stock Exchange Inc.,CPE:US,3,USD,0.08,0.12,0.11,0.17,0.04,0.07
VIAV,VIAVI SOLUTIONS INC,US,Russell 2000,9.79,BYXB201,US9255501051,NASDAQ,VIAV:US,3,USD,0.15,0.08,0.16,0.08,0.05,0.13
GVA,GRANITE CONSTRUCTION INC,US,Russell 2000,56.51,2381189,US3873281071,New York Stock Exchange Inc.,GVA:US,3,USD,0.01,0.09,0.02,0.13,0.18,0.08
GDOT,GREEN DOT CORP CLASS A,US,Russell 2000,48.79,B3WNNP3,US39304D1028,New York Stock Exchange Inc.,GDOT:US,3,USD,0.09,0.12,0.17,0.03,0.15,0.2
TIVO,TIVO CORP,US,Russell 2000,19.05,BD8FFY6,US88870P1066,NASDAQ,TIVO:US,3,USD,0.01,0.11,0.08,0.15,0.16,0.08
AKR,ACADIA REALTY TRUST REIT TRUST,US,Russell 2000,29.2,2566522,US0042391096,New York Stock Exchange Inc.,AKR:US,3,USD,0.05,0.05,0.01,0.2,0.1,0.19
XHR,XENIA HOTELS RESORTS REIT INC,US,Russell 2000,20.63,BVV6CY1,US9840171030,New York Stock Exchange Inc.,XHR:US,3,USD,0.09,0.19,0.2,0.22,0.1,0.11
LANC,LANCASTER COLONY CORP,US,Russell 2000,119.02,2503206,US5138471033,NASDAQ,LANC:US,3,USD,0.16,0.03,0.01,0.18,0.11,0.17
ODP,OFFICE DEPOT INC,US,Russell 2000,4.35,2655981,US6762201068,NASDAQ,ODP:US,3,USD,0.13,0.02,0.06,0.13,0.09,0.07
UNF,UNIFIRST CORP,US,Russell 2000,145.9,2466428,US9047081040,New York Stock Exchange Inc.,UNF:US,3,USD,0.02,0.07,0.04,0.07,0.04,0.17
MTDR,MATADOR RESOURCES,US,Russell 2000,24.74,B7MSLL8,US5764852050,New York Stock Exchange Inc.,MTDR:US,3,USD,0.07,0.15,0.07,0.21,0.01,0.03
AEO,AMERICAN EAGLE OUTFITTERS INC,US,Russell 2000,13.63,2048592,US02553E1064,New York Stock Exchange Inc.,AEO:US,3,USD,0.09,0.11,0.02,0.02,0.11,0.07
EE,EL PASO ELECTRIC,US,Russell 2000,54.85,2851808,US2836778546,New York Stock Exchange Inc.,EE:US,3,USD,0.16,0.08,0.2,0.02,0.03,0.05
GWB,GREAT WESTERN BANCORP INC,US,Russell 2000,37.26,BRHZ1X6,US3914161043,New York Stock Exchange Inc.,GWB:US,3,USD,0.13,0.1,0.13,0.04,0.17,0.01
LXP,LEXINGTON REALTY TRUST REIT TRUST,US,Russell 2000,10.05,2139151,US5290431015,New York Stock Exchange Inc.,LXP:US,3,USD,0.19,0.08,0.01,0.15,0.04,0.01
HAE,HAEMONETICS CORP,US,Russell 2000,41.93,2401195,US4050241003,New York Stock Exchange Inc.,HAE:US,3,USD,0.15,0.05,0.2,0.13,0.08,0.05
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,US,Russell 2000,46.05,BZ22B38,US6811161099,NASDAQ,OLLI:US,3,USD,0.03,0.13,0.13,0.04,0.15,0.18
GCP,GCP APPLIED TECHNOLOGIES INC,US,Russell 2000,30.5,BYW8TV3,US36164Y1010,New York Stock Exchange Inc.,GCP:US,3,USD,0.18,0.13,0.07,0.15,0.21,0.04
IRBT,IROBOT CORP,US,Russell 2000,82.69,B0J2NS5,US4627261005,NASDAQ,IRBT:US,3,USD,0.06,0.11,0.01,0.05,0.22,0.09
ABM,ABM INDUSTRIES INC,US,Russell 2000,39.06,2024901,US0009571003,New York Stock Exchange Inc.,ABM:US,3,USD,0.17,0.14,0.04,0.14,0.06,0.16
BYD,BOYD GAMING CORP,US,Russell 2000,25.99,2117232,US1033041013,New York Stock Exchange Inc.,BYD:US,3,USD,0.01,0.09,0.09,0.16,0.21,0.16
DRH,DIAMONDROCK HOSPITALITY REIT,US,Russell 2000,10.78,B090B96,US2527843013,New York Stock Exchange Inc.,DRH:US,3,USD,0.2,0.03,0.11,0.12,0.08,0.08
CLF,CLEVELAND CLIFFS INC,US,Russell 2000,7.27,BYVZ186,US1858991011,New York Stock Exchange Inc.,CLF:US,3,USD,0.15,0.09,0.1,0.03,0.18,0.2
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,US,Russell 2000,52.29,B8SW166,US2383371091,NASDAQ,PLAY:US,3,USD,0.2,0.05,0.13,0.22,0.12,0.07
BIG,BIG LOTS INC,US,Russell 2000,48.84,2218447,US0893021032,New York Stock Exchange Inc.,BIG:US,3,USD,0.07,0.15,0.13,0.07,0.14,0.22
ABCO,ADVISORY BOARD,US,Russell 2000,53.45,2794657,US00762W1071,NASDAQ,ABCO:US,3,USD,0.13,0.13,0.04,0.13,0.13,0.11
DGI,DIGITALGLOBE INC,US,Russell 2000,34.75,B0V0257,US25389M8771,New York Stock Exchange Inc.,DGI:US,3,USD,0.04,0.1,0.15,0.15,0.01,0.02
HYH,HALYARD HEALTH INC,US,Russell 2000,45.92,BRJ6RP1,US40650V1008,New York Stock Exchange Inc.,HYH:US,3,USD,0.1,0.02,0.02,0.03,0.05,0.07
MTOR,MERITOR INC,US,Russell 2000,25.57,2608349,US59001K1007,New York Stock Exchange Inc.,MTOR:US,3,USD,0.01,0.14,0.11,0.09,0.22,0.04
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,US,Russell 2000,30.79,BWD7PX9,US0078001056,New York Stock Exchange Inc.,AJRD:US,3,USD,0.16,0.03,0.15,0.18,0.09,0.03
PEGA,PEGASYSTEMS INC,US,Russell 2000,57.5,2675860,US7055731035,NASDAQ,PEGA:US,3,USD,0.07,0.12,0.01,0.1,0.15,0.13
REXR,REXFORD INDUSTRIAL REALTY REIT INC,US,Russell 2000,29.83,BC9ZHL9,US76169C1009,New York Stock Exchange Inc.,REXR:US,3,USD,0.02,0.09,0.06,0.07,0.09,0.05
CLI,MACK-CALI REALTY REIT CORP,US,Russell 2000,23.32,2192314,US5544891048,New York Stock Exchange Inc.,CLI:US,3,USD,0.17,0.01,0.03,0.12,0.09,0.02
ALEX,ALEXANDER & BALDWIN INC,US,Russell 2000,44.94,B827VB2,US0144911049,New York Stock Exchange Inc.,ALEX:US,3,USD,0.06,0.05,0.21,0.04,0.05,0.05
SAGE,SAGE THERAPEUTICS INC,US,Russell 2000,61.4,BP4GNK9,US78667J1088,NASDAQ,SAGE:US,3,USD,0.07,0.15,0.14,0.21,0.01,0.06
HOPE,HOPE BANCORP INC,US,Russell 2000,16.32,BYN87K7,US43940T1097,NASDAQ,HOPE:US,3,USD,0.15,0.02,0.18,0.15,0.14,0.19
MDP,MEREDITH CORP,US,Russell 2000,53.5,2578516,US5894331017,New York Stock Exchange Inc.,MDP:US,3,USD,0.01,0.14,0.1,0.2,0.03,0.16
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,US,Russell 2000,19.35,B28YD08,US76131N1019,NASDAQ,ROIC:US,3,USD,0.12,0.21,0.03,0.12,0.21,0.16
INSM,INSMED INC,US,Russell 2000,28.48,2614487,US4576693075,NASDAQ,INSM:US,3,USD,0.01,0.11,0.13,0.08,0.09,0.22
MYGN,MYRIAD GENETICS INC,US,Russell 2000,32.91,2614153,US62855J1043,NASDAQ,MYGN:US,3,USD,0.03,0.04,0.13,0.13,0.15,0.06
GMED,GLOBUS MEDICAL INC CLASS A,US,Russell 2000,29.91,B7D65M0,US3795772082,New York Stock Exchange Inc.,GMED:US,3,USD,0.11,0.12,0.22,0.17,0.08,0.08
POWI,POWER INTEGRATIONS INC,US,Russell 2000,73.6,2133045,US7392761034,NASDAQ,POWI:US,3,USD,0.07,0.2,0.12,0.13,0.22,0.13
RLI,RLI CORP,US,Russell 2000,53.83,2719070,US7496071074,New York Stock Exchange Inc.,RLI:US,3,USD,0.01,0.11,0.05,0.16,0.15,0.11
TRMK,TRUSTMARK CORP,US,Russell 2000,30.78,2340210,US8984021027,NASDAQ,TRMK:US,3,USD,0.16,0.1,0.09,0.02,0.11,0.22
CMC,COMMERCIAL METALS,US,Russell 2000,18.07,2213260,US2017231034,New York Stock Exchange Inc.,CMC:US,3,USD,0.07,0.13,0.04,0.11,0.19,0.03
ENV,ENVESTNET INC,US,Russell 2000,48.5,B474ZK7,US29404K1060,New York Stock Exchange Inc.,ENV:US,3,USD,0.09,0.11,0.11,0.11,0.08,0.09
IBOC,INTERNATIONAL BANCSHARES CORP,US,Russell 2000,37.95,2243911,US4590441030,NASDAQ,IBOC:US,3,USD,0.03,0.1,0.15,0.17,0.09,0.1
SBGI,SINCLAIR BROADCAST GROUP INC CLASS,US,Russell 2000,28.65,2799351,US8292261091,NASDAQ,SBGI:US,3,USD,0.17,0.16,0.19,0.02,0.14,0.22
MLHR,HERMAN MILLER INC,US,Russell 2000,34.95,2594222,US6005441000,NASDAQ,MLHR:US,3,USD,0.17,0.12,0.07,0.07,0.07,0.03
SKYW,SKYWEST INC,US,Russell 2000,41,2814210,US8308791024,NASDAQ,SKYW:US,3,USD,0.2,0.08,0.13,0.15,0.19,0.2
CSOD,CORNERSTONE ONDEMAND INC,US,Russell 2000,39.71,B404719,US21925Y1038,NASDAQ,CSOD:US,3,USD,0.04,0.01,0.2,0.11,0.02,0.01
UNFI,UNITED NATURAL FOODS INC,US,Russell 2000,40.58,2895163,US9111631035,NASDAQ,UNFI:US,3,USD,0.03,0.02,0.16,0.15,0.03,0.11
RARE,ULTRAGENYX PHARMACEUTICAL INC,US,Russell 2000,51.9,BJ62Z18,US90400D1081,NASDAQ,RARE:US,3,USD,0.13,0.06,0.03,0.16,0.08,0.01
IRWD,IRONWOOD PHARMA INC CLASS A,US,Russell 2000,15.2,B3MZ6K5,US46333X1081,NASDAQ,IRWD:US,3,USD,0.18,0.11,0.22,0.07,0.06,0.05
KMPR,KEMPER CORP,US,Russell 2000,51.1,B52KRV2,US4884011002,New York Stock Exchange Inc.,KMPR:US,3,USD,0.14,0.06,0.22,0.02,0.05,0.22
LOXO,LOXO ONCOLOGY INC,US,Russell 2000,89.52,BPCX7C2,US5488621013,NASDAQ,LOXO:US,3,USD,0.08,0.13,0.17,0.18,0.02,0.17
BGS,B AND G FOODS INC,US,Russell 2000,30.75,B034L49,US05508R1068,New York Stock Exchange Inc.,BGS:US,3,USD,0.01,0.05,0.12,0.04,0.02,0.12
OAS,OASIS PETROLEUM INC,US,Russell 2000,8.58,B64R5J2,US6742151086,New York Stock Exchange Inc.,OAS:US,3,USD,0.02,0.15,0.09,0.13,0.12,0.19
HL,HECLA MINING,US,Russell 2000,5.13,2418601,US4227041062,New York Stock Exchange Inc.,HL:US,3,USD,0.04,0.05,0.02,0.17,0.06,0.03
DK,DELEK US HOLDINGS INC,US,Russell 2000,25.91,BF5P189,US24665A1034,New York Stock Exchange Inc.,DK:US,3,USD,0.09,0.1,0.07,0.17,0.18,0.06
DECK,DECKERS OUTDOOR CORP,US,Russell 2000,63.67,2267278,US2435371073,New York Stock Exchange Inc.,DECK:US,3,USD,0.11,0.15,0.01,0.18,0.09,0.16
MORE,MONOGRAM RESIDENTIAL REIT INC TRUS,US,Russell 2000,11.99,BPY40K2,US60979P1057,New York Stock Exchange Inc.,MORE:US,3,USD,0.04,0.04,0.07,0.14,0.09,0.22
PZZA,PAPA JOHNS INTERNATIONAL INC,US,Russell 2000,73.63,2696117,US6988131024,NASDAQ,PZZA:US,3,USD,0.2,0.19,0.06,0.1,0.12,0.15
VGR,VECTOR GROUP LTD,US,Russell 2000,20.47,2515803,US92240M1080,New York Stock Exchange Inc.,VGR:US,3,USD,0.2,0.19,0.11,0.02,0.19,0.2
EGBN,EAGLE BANCORP INC,US,Russell 2000,63.5,2648055,US2689481065,NASDAQ,EGBN:US,3,USD,0.09,0.22,0.1,0.11,0.12,0.01
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,US,Russell 2000,48.1,B06RWD1,US19239V3024,NASDAQ,CCOI:US,3,USD,0.05,0.04,0.04,0.1,0.2,0.22
MMSI,MERIT MEDICAL SYSTEMS INC,US,Russell 2000,41.05,2580555,US5898891040,NASDAQ,MMSI:US,3,USD,0.06,0.19,0.13,0.14,0.14,0.04
NAV,NAVISTAR INTERNATIONAL CORP,US,Russell 2000,40.06,2624464,US63934E1082,New York Stock Exchange Inc.,NAV:US,3,USD,0.14,0.02,0.13,0.18,0.12,0.2
ARRY,ARRAY BIOPHARMA INC,US,Russell 2000,11.52,2678654,US04269X1054,NASDAQ,ARRY:US,3,USD,0.13,0.12,0.15,0.16,0.19,0.2
TPH,TRI POINTE GROUP INC,US,Russell 2000,13.11,B92CQF3,US87265H1095,New York Stock Exchange Inc.,TPH:US,3,USD,0.14,0.06,0.21,0.08,0.14,0.22
PCH,POTLATCH REIT CORP,US,Russell 2000,49,B0XXJN1,US7376301039,NASDAQ,PCH:US,3,USD,0.09,0.14,0.01,0.13,0.08,0.2
ETSY,ETSY INC,US,Russell 2000,17.17,BWTN5N1,US29786A1060,NASDAQ,ETSY:US,3,USD,0.11,0.11,0.08,0.09,0.19,0.01
FELE,FRANKLIN ELECTRIC INC,US,Russell 2000,43.05,2350383,US3535141028,NASDAQ,FELE:US,3,USD,0.12,0.14,0.11,0.22,0.1,0.1
CRS,CARPENTER TECHNOLOGY CORP,US,Russell 2000,42.95,2177504,US1442851036,New York Stock Exchange Inc.,CRS:US,3,USD,0.18,0.2,0.07,0.21,0.05,0.05
